CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.83;2.83;819304.40;89265.77;697070.50;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social. O valor mínimo da remuneração foi apurado considerando a exclusão de membros do órgão que não cumpriram 12 meses completos, conforme disposto no Ofício Circular Anual 2025 SEP/CVM.
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.83;7.83;4012756.72;1563762.16;1764649.67;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante 12 meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.O valor mínimo da remuneração foi apurado considerando a exclusão de membros do órgão que não cumpriram 12 meses completos, conforme disposto no Ofício Circular Anual 2025 SEP/CVM.
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.83;3.25;1091510.52;40357.92;667796.78;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social.
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.30;3.66;2000000.00;435690.00;819298.91;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social.
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.66;4.66;1283503.74;1029615.63;1275189.27;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante 12 meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.
14.110.585/0001-07;2025-12-31;5;149553;MÉLIUZ S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
14.127.813/0001-51;2025-12-31;1;149152;REAG INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;300000.00;50000.00;70000.00;Não considera a remuneração dos Diretores Estatutários que também são membros do Conselho de Administração.
14.127.813/0001-51;2025-12-31;1;149152;REAG INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;668464.60;356218.42;341561.01;Considera a remuneração dos Diretores Estatutários que também são membros do Conselho de Administração.
14.127.813/0001-51;2025-12-31;1;149152;REAG INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.08;2.08;2462020.06;7881.05;102912.54;
14.127.813/0001-51;2025-12-31;1;149152;REAG INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.67;5.00;275000.00;1741.57;22741.81;
14.127.813/0001-51;2025-12-31;1;149152;REAG INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;5668034.00;2416535.00;4042285.00;Considera a remuneração dos Diretores Estatutários que também são membros do Conselho de Administração.
14.127.813/0001-51;2025-12-31;1;149152;REAG INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;300000.00;90000.00;207404.40;Não considera a remuneração dos Diretores Estatutários que também são membros do Conselho de Administração.
14.191.427/0001-29;2025-12-31;1;148156;GRANBIO INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;1.00;1.00;230820.00;230820.00;230820.00;
14.191.427/0001-29;2025-12-31;1;148156;GRANBIO INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;2.00;539710.00;369370.00;303026.00;
14.191.427/0001-29;2025-12-31;1;148156;GRANBIO INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;1.00;516420.00;240000.00;378210.00;N/A
14.191.427/0001-29;2025-12-31;1;148156;GRANBIO INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;1.00;1.00;240000.00;240000.00;240000.00;N/A
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.83;5.83;2061665.17;1401643.99;1662744.88;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;467255.96;177840.42;260568.21;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;1988846.07;1328942.38;1597296.52;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;196952.90;163430.04;175851.47;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;2089859.79;1346837.80;1641188.67;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
14.388.334/0001-99;2025-12-31;2;149645;PARANA BCO S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;4.00;466077.09;164970.05;253117.08;
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.25;2.25;110451.71;110451.71;110451.71;
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;5.75;1814363.48;608816.97;1072140.84;
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;3.00;240000.00;240000.00;240000.00;
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;162296.40;162296.40;162296.40;Foram excluídos dos cálculos de remuneração mínima e média os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.17;5.17;1132962.80;612981.36;823482.77;O número total de membros e de membros remunerados de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2023-CVM/SEP.Foram excluídos dos cálculos de remuneração mínima e média os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.58;4.25;138666.67;31333.33;89400.00;O número total de membros e de membros remunerados de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2023-CVM/SEP.O membro detentor da maior remuneração individual exerceu suas funções durante 7 meses do exercício social. Como não houve membro que obteve permanência pelos 12 meses do exercício social, o membro detentor da menor remuneração individual exerceu suas funções durante 3 meses do exercício social.
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.08;3.08;105646.31;105646.31;60331.70;Foram excluídos dos cálculos de remuneração mínima e média os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.17;3.17;1280770.01;798026.53;1003384.95;Foram excluídos dos cálculos de remuneração mínima e média os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
14.776.142/0001-50;2025-12-31;4;149651;WESTWING COMÉRCIO VAREJISTA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;240000.00;240000.00;240000.00;
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.33;2.33;1970750.86;900000.00;1677248.40;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2024 CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP. O membro com a maior remuneração exerceu o cargo por 8 meses.
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;143838.63;107689.92;120502.52;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2025 CVM/SEP. O valor da menor remuneração anual individual foi apurado sem a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2025 CVM/SEP. O membro com a maior remuneração exerceu o cargo por 3 meses.
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.67;5.67;134000.00;86000.00;110758.38;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2024 CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP. O membro com a maior remuneração exerceu o cargo por 12 meses.
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.92;2.92;1455402.78;1449777.78;1453527.78;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2024 CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP. O membro com a maior remuneração exerceu o cargo por 11 meses.
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.42;5.42;222000.02;150000.00;177121.77;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2024 CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.75;2.75;1966635.57;1443025.17;1522293.88;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2025 CVM/SEP. O valor da menor remuneração anual individual foi apurado sem a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2025 CVM/SEP. O membro com a maior remuneração exerceu o cargo por 3 meses.
14.785.152/0001-51;2025-12-31;1;148730;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;93794.72;93794.72;93794.72;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2025 CVM/SEP. O valor da menor remuneração anual individual foi apurado sem a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2025 CVM/SEP. O membro com a maior remuneração exerceu o cargo por 3 meses.
14.807.945/0001-24;2025-12-31;1;149108;SANSUY S.A. INDUSTRIA DE PLASTICOS;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;100414.00;100414.00;100414.00;
14.807.945/0001-24;2025-12-31;1;149108;SANSUY S.A. INDUSTRIA DE PLASTICOS;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1219032.00;609516.00;914272.50;
14.807.945/0001-24;2025-12-31;1;149108;SANSUY S.A. INDUSTRIA DE PLASTICOS;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;141258.60;141258.60;141258.60;
