CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2022-01-01;2022-12-31;10104159.72;Conselho de Administração;5.00;4765548.91;4.00;2946684.91;18864.00;0.00;0.00;;1800000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2022-01-01;2022-12-31;10104159.72;Diretoria Estatutária;3.00;5227727.23;3.00;3809831.38;167895.85;0.00;1250000.00;Pagamento a título de Hiring Bônus;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2022-01-01;2022-12-31;10104159.72;Conselho Fiscal;3.00;110883.58;3.00;110883.58;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;33403926.67;Conselho de Administração;4.92;2678726.53;3.92;2678726.53;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no  Ofício Circular Anual 2024 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.  Foram excluídos do cálculo mensal dois membros que foram afastados de suas funções sem o recebimento de remuneração durante os meses dos respectivos afastamentos.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;33403926.67;Diretoria Estatutária;3.00;30275493.14;3.00;5656318.30;1077301.01;0.00;0.00;;7078374.44;0.00;0.00;1251500.00;0.00;Pagamento a título de Hiring Bonus;0.00;0.00;15211999.39;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;33403926.67;Conselho Fiscal;3.00;449707.00;3.00;449707.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;34319658.21;Conselho de Administração;4.92;3136475.70;3.92;3136475.70;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. 
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;34319658.21;Diretoria Estatutária;3.00;30588779.31;3.00;6323044.11;1165120.94;0.00;0.00;;9717229.13;0.00;0.00;0.00;0.00;;0.00;0.00;13383385.13;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. 
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;34319658.21;Conselho Fiscal;3.00;594403.20;3.00;594403.20;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2025-01-01;2025-12-31;43139812.06;Conselho de Administração;5.00;3384582.40;4.00;3384582.40;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2025-01-01;2025-12-31;43139812.06;Diretoria Estatutária;3.00;39139061.75;3.00;6850002.33;1284952.06;0.00;0.00;;18648997.64;0.00;0.00;0.00;0.00;;0.00;0.00;12355109.72;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
24.990.777/0001-09;2025-12-31;1;148411;GRUPO MATEUS S.A.;2025-01-01;2025-12-31;43139812.06;Conselho Fiscal;3.00;616167.91;3.00;616167.91;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2022-01-01;2022-12-31;13377646.08;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2022-01-01;2022-12-31;13377646.08;Diretoria Estatutária;5.00;10929646.08;5.00;4365736.06;984595.04;0.00;873147.21;INSS;3639406.97;0.00;0.00;0.00;0.00;;0.00;1066760.80;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício- .Circular CVM/SEP 2022.
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2022-01-01;2022-12-31;13377646.08;Conselho de Administração;5.00;2448000.00;5.00;1860000.00;0.00;180000.00;408000.00;INSS;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício- .Circular CVM/SEP 2022.
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;12366172.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;12366172.00;Diretoria Estatutária;5.00;11214172.00;5.00;4430796.00;429638.00;0.00;886159.00;INSS;3128437.00;0.00;0.00;0.00;0.00;N/A;0.00;2339142.00;0.00;
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;12366172.00;Conselho de Administração;5.00;1152000.00;5.00;960000.00;0.00;0.00;192000.00;INSS;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício- .Circular CVM/SEP 2023
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;16305371.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;16305371.00;Diretoria Estatutária;5.00;15153371.00;5.00;4820303.00;192652.00;0.00;964061.00;INSS;9026355.00;0.00;0.00;0.00;0.00;N/A;0.00;150000.00;0.00;
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;16305371.00;Conselho de Administração;5.00;1152000.00;5.00;960000.00;0.00;0.00;192000.00;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2025-01-01;2025-12-31;16305371.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2025-01-01;2025-12-31;16305371.00;Diretoria Estatutária;5.00;15153371.00;5.00;4820303.00;192652.00;0.00;964061.00;INSS;9026355.00;0.00;0.00;0.00;0.00;;0.00;150000.00;0.00;
25.249.439/0001-83;2025-12-31;1;149089;HOSPITAL CARE CALEDONIA S.A.;2025-01-01;2025-12-31;16305371.00;Conselho de Administração;5.00;1152000.00;5.00;960000.00;0.00;0.00;192000.00;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2023-01-01;2023-12-31;33779359.72;Conselho de Administração;6.50;4724287.15;2.25;1580603.16;52415.27;240000.00;0.00;-;1227906.82;0.00;0.00;1623361.90;0.00;Refere-se aos planos de remuneração descritos no item 8.4 deste Formulário de Referência.;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2023-01-01;2023-12-31;33779359.72;Diretoria Estatutária;6.75;29055072.57;6.75;6539077.66;267360.04;0.00;0.00;-;7671353.90;0.00;0.00;14577280.97;0.00;Refere-se aos planos de remuneração descritos no item 8.4 deste Formulário de Referência.;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2023-01-01;2023-12-31;33779359.72;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;-
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2022-01-01;2022-12-31;36083752.26;Conselho de Administração;6.75;8443439.98;2.50;1655603.16;98391.98;240000.00;0.00;-;600960.46;0.00;0.00;5848484.38;0.00;Refere-se aos planos de remuneração descritos no item 8.4 deste Formulário de Referência.;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2022-01-01;2022-12-31;36083752.26;Diretoria Estatutária;6.92;27640312.28;6.92;7620010.81;415815.19;0.00;0.00;-;6174002.20;0.00;0.00;13430484.08;0.00;Refere-se aos planos de remuneração descritos no item 8.4 deste Formulário de Referência.;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2022-01-01;2022-12-31;36083752.26;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;-
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2024-01-01;2024-12-31;36487600.12;Conselho de Administração;8.00;8743995.35;3.00;2166723.79;80491.68;288000.00;0.00;-;808779.88;0.00;0.00;5400000.00;0.00;Refere-se aos planos de remuneração descritos no item 8.4 deste Formulário de Referência.;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2024-01-01;2024-12-31;36487600.12;Diretoria Estatutária;5.33;27743604.77;5.33;10052376.05;402476.61;0.00;0.00;-;7726252.11;0.00;0.00;9562500.00;0.00;Refere-se aos planos de remuneração descritos no item 8.4 deste Formulário de Referência.;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2024-01-01;2024-12-31;36487600.12;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;-
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2025-01-01;2025-12-31;12546383.03;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2025-01-01;2025-12-31;12546383.03;Diretoria Estatutária;4.00;12546383.03;3.00;3002709.31;298430.18;0.00;0.00;-;5358060.74;0.00;0.00;3887182.80;0.00;Refere-se aos planos de remuneração descritos no item 8.4 deste Formulário de Referência;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
25.369.840/0001-57;2025-12-31;1;148719;COMERC ENERGIA S.A.;2025-01-01;2025-12-31;12546383.03;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número de membros foi apurado conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP.
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;1180000.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;1180000.00;Diretoria Estatutária;2.00;1180000.00;2.00;1180000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;0,00;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2022- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;1180000.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2022- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Os membros do Conselho de Administração da Companhia os quais ainda não foram investidos em seus respectivos cargos, conforme indicado no item 12.12 deste Formulário de Referência, já foram considerados, para todos os fins, nas previsões de remuneração para o exercício corrente.
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;1180000.00;Diretoria Estatutária;2.00;1180000.00;2.00;1180000.00;0.00;0.00;0.00;SLÁRIO OU PRO-LABORE;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;1180000.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;150000.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;150000.00;Diretoria Estatutária;2.00;150000.00;1.00;150000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2022-01-01;2022-12-31;2480517.41;Diretoria Estatutária;5.17;1667554.50;5.17;1524855.94;142698.56;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2023 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2022-01-01;2022-12-31;2480517.41;Conselho de Administração;7.33;812962.91;3.33;722087.14;0.00;90875.77;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2023 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2023-01-01;2023-12-31;3351272.51;Diretoria Estatutária;4.16;2297672.51;4.16;2129665.93;98006.58;0.00;0.00;;70000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2024 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2023-01-01;2023-12-31;3351272.51;Conselho de Administração;6.35;1053600.00;4.24;693600.00;0.00;360000.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2024 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2024-01-01;2024-12-31;3814543.89;Conselho Fiscal;6.00;144000.00;3.00;144000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2024 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2024-01-01;2024-12-31;3814543.89;Diretoria Estatutária;3.19;2639023.89;3.19;1871336.10;58062.79;0.00;0.00;;700653.00;0.00;0.00;0.00;0.00;;0.00;0.00;8972.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2024 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2024-01-01;2024-12-31;3814543.89;Conselho de Administração;4.53;1031520.00;1.81;658186.67;0.00;373333.33;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2024 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
26.345.998/0001-50;2025-12-31;1;148905;TC S.A.;2025-01-01;2025-12-31;5052800.00;Conselho Fiscal;6.00;280800.00;3.00;280800.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular Anual 2025 CVM/SEP. Vide item 8.20 deste Formulário de Referência para mais informações.
